Codebase,Feature,Orchestrator,Entities,Initial System Complexity,Final System Complexity,System Complexity Reduction,Initial Functionality Complexity,Final Functionality Complexity,Functionality Complexity Reduction,Initial Invocations Count,Initial Invocations Count W/ Empties,Final Invocations Count,Total Invocation Merges,Initial Accesses count,Final Accesses count,Total Trace Sweeps w/ Merges,Clusters with multiple invocations,CLIP,CRIP,CROP,CWOP,CIP,CDDIP,COP,CPIF,CIOF,SCCP,FCCP
ldod-static,SignupController.signup,2,"LdoDUser, RegistrationToken, Role, UserConnection, ",3078,649,2429,1562,322,1240,80,103,7,76,136,23,2,1,0.620690,0.379310,0.488372,0.511628,0.362500,0.689655,0.316176,0.631513,0.884325,0.285900,0.446863
ldod-static,SignupController.signup,0,"LdoD, ",3078,921,2157,1562,423,1139,80,134,8,98,136,29,6,2,0.461538,0.538462,0.538462,0.461538,0.162500,0.692308,0.095588,1.945058,0.596405,0.167641,0.103073
ldod-static,SignupController.signup,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",3078,681,2397,1562,434,1128,80,126,7,75,136,26,1,2,0.705882,0.294118,0.432432,0.567568,0.212500,0.705882,0.272059,0.751500,1.298059,0.153021,0.219590
ldod-static,SignupController.signup,1,"Member, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, RecommendationWeights, ",3078,1067,2011,1562,434,1128,80,118,9,75,136,32,1,2,0.857143,0.142857,0.302326,0.697674,0.262500,0.571429,0.316176,0.671929,1.221211,0.393437,0.179898
ldod-static,VirtualEditionController.editVirtualEdition,2,"LdoDUser, ",1609,454,1155,1490,318,1172,87,160,8,83,130,27,2,3,0.571429,0.428571,0.428571,0.571429,0.080460,0.571429,0.053846,2.315517,0.743103,0.144189,0.084564
ldod-static,VirtualEditionController.editVirtualEdition,4,"TimeWindow, Tweet, MediaSource, TwitterCitation, Frequency, SocialMediaCriteria, GeographicLocation, AwareAnnotation, Citation, InfoRange, ",1609,506,1103,1490,414,1076,87,110,10,86,130,36,4,2,0.500000,0.500000,0.574074,0.425926,0.367816,0.375000,0.415385,0.224082,1.253987,0.072094,0.116779
ldod-static,VirtualEditionController.editVirtualEdition,0,"ExpertEdition, FragInter, Fragment, LdoD, Edition, ",1609,534,1075,1490,420,1070,87,152,10,84,130,36,4,2,0.181818,0.818182,0.846154,0.153846,0.126437,0.363636,0.100000,1.206506,0.878213,0.039776,0.105369
ldod-static,VirtualEditionController.editVirtualEdition,1,"Member, Section, Annotation, VirtualEdition, VirtualEditionInter, Range, Taxonomy, ",1609,508,1101,1490,421,1069,87,101,9,89,130,35,1,2,0.459459,0.540541,0.589286,0.410714,0.425287,0.486486,0.430769,0.253894,1.124697,0.743940,0.658389
ldod-static,AdminController.deleteAllFragments,4,"AwareAnnotation, Citation, InfoRange, ",3839,1235,2604,1180,498,682,69,123,8,62,187,42,1,3,1.000000,0.000000,0.368421,0.631579,0.115942,1.000000,0.101604,0.513075,0.941260,0.032040,0.058475
ldod-static,AdminController.deleteAllFragments,2,"LdoDUser, ",3839,1736,2103,1180,646,534,69,126,13,76,187,64,2,3,1.000000,0.000000,0.000000,1.000000,0.086957,1.000000,0.032086,2.707456,0.396320,0.090649,0.000000
ldod-static,AdminController.deleteAllFragments,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",3839,1757,2082,1180,677,503,69,110,12,58,187,64,1,3,0.714286,0.285714,0.407407,0.592593,0.202899,0.857143,0.144385,0.361278,0.764331,0.098984,0.200000
ldod-static,AdminController.deleteAllFragments,1,"Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, ",3839,1742,2097,1180,682,498,69,88,12,69,187,62,3,3,0.800000,0.200000,0.340000,0.660000,0.362319,0.800000,0.267380,0.460452,0.792640,0.347747,0.344915
ldod-static,AdminController.deleteAllFragments,0,"AnnexNote, NoteText, PbText, PhysNote, RdgText, RefText, Rend, Facsimile, FragInter, Fragment, Source, Heteronym, SourceInter, Surface, LbText, LdoD, TextPortion, LdoDDate, ",3839,1937,1902,1180,705,475,69,106,13,58,187,65,1,3,0.937500,0.062500,0.400000,0.600000,0.231884,0.750000,0.454545,0.957740,2.105449,0.430581,0.296610
ldod-static,AdminController.loadVirtualFragments,2,"LdoDUser, ",2716,520,2196,2496,276,2220,88,144,6,97,179,27,7,1,0.375000,0.625000,0.625000,0.375000,0.181818,0.500000,0.089385,1.148637,0.537063,0.128130,0.168269
ldod-static,AdminController.loadVirtualFragments,0,"ExpertEdition, ExpertEditionInter, FragInter, Fragment, NullEdition, SimpleText, SourceInter, Heteronym, LdoD, LdoDDate, Edition, ",2716,858,1858,2496,636,1860,88,117,12,79,179,51,2,2,0.333333,0.666667,0.821429,0.178571,0.340909,0.600000,0.312849,1.188245,1.002517,0.113402,0.241987
ldod-static,AdminController.loadVirtualFragments,1,"Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, ",2716,796,1920,2496,657,1839,88,112,12,78,179,51,1,2,0.656250,0.343750,0.539326,0.460674,0.363636,0.500000,0.497207,0.804940,1.493706,0.649853,0.518029
ldod-static,AdminController.loadVirtualFragments,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",2716,1153,1563,2496,723,1773,88,156,11,78,179,50,1,3,0.900000,0.100000,0.277778,0.722222,0.113636,0.400000,0.100559,0.858177,0.966713,0.108616,0.043670
ldod-static,AdminController.deleteFragment,4,"AwareAnnotation, Citation, InfoRange, ",3902,1241,2661,1227,521,706,69,123,8,62,187,42,1,3,1.000000,0.000000,0.368421,0.631579,0.115942,1.000000,0.101604,0.513075,0.941260,0.033060,0.061125
ldod-static,AdminController.deleteFragment,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",3902,1747,2155,1227,670,557,69,110,12,58,187,64,1,3,0.714286,0.285714,0.407407,0.592593,0.202899,0.857143,0.144385,0.361278,0.764331,0.100974,0.195599
ldod-static,AdminController.deleteFragment,0,"AnnexNote, NoteText, PbText, PhysNote, RdgText, RefText, Rend, Facsimile, FragInter, Fragment, Source, Heteronym, SourceInter, Surface, LbText, LdoD, TextPortion, LdoDDate, ",3902,1898,2004,1227,670,557,69,106,13,58,187,65,1,3,0.937500,0.062500,0.400000,0.600000,0.231884,0.750000,0.454545,0.957740,2.105449,0.430548,0.305623
ldod-static,AdminController.deleteFragment,2,"LdoDUser, ",3902,1759,2143,1227,672,555,69,126,13,76,187,64,2,3,1.000000,0.000000,0.000000,1.000000,0.086957,1.000000,0.032086,2.707456,0.396320,0.089185,0.000000
ldod-static,AdminController.deleteFragment,1,"Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, ",3902,1766,2136,1227,709,518,69,88,12,69,187,62,3,3,0.800000,0.200000,0.340000,0.660000,0.362319,0.800000,0.267380,0.460452,0.792640,0.346233,0.341483
ldod-static,RecommendationController.createLinearVirtualEdition,1,"Member, Section, VirtualEdition, VirtualEditionInter, Taxonomy, ",3174,912,2262,2917,635,2282,108,113,12,98,210,56,2,1,0.538462,0.461538,0.596154,0.403846,0.481481,0.384615,0.495238,0.707865,1.179487,0.747322,0.584847
ldod-static,RecommendationController.createLinearVirtualEdition,0,"ExpertEdition, ExpertEditionInter, FragInter, Fragment, NullEdition, SourceInter, Heteronym, LdoD, Edition, LdoDDate, ",3174,1024,2150,2917,642,2275,108,124,13,97,210,59,1,1,0.413043,0.586957,0.802083,0.197917,0.425926,0.543478,0.457143,0.859551,1.230769,0.216131,0.278368
ldod-static,RecommendationController.createLinearVirtualEdition,2,"LdoDUser, ",3174,1548,1626,2917,841,2076,108,196,14,95,210,59,1,2,0.200000,0.800000,0.800000,0.200000,0.092593,0.300000,0.047619,1.432584,0.589744,0.036547,0.115187
ldod-static,VirtualEditionController.reorderVirtualEdition,4,"Citation, InfoRange, ",3703,1096,2607,2233,591,1642,102,200,8,95,209,42,1,3,1.000000,0.000000,0.250000,0.750000,0.019608,1.000000,0.019139,0.408052,1.078938,0.009722,0.004926
ldod-static,VirtualEditionController.reorderVirtualEdition,1,"Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, ",3703,1371,2332,2233,810,1423,102,111,14,92,209,68,3,2,0.617021,0.382979,0.510870,0.489130,0.460784,0.489362,0.440191,0.487888,1.055982,0.567918,0.562472
ldod-static,VirtualEditionController.reorderVirtualEdition,0,"AnnexNote, NoteText, NullEdition, PbText, RdgText, RefText, ExpertEdition, ExpertEditionInter, FragInter, Fragment, Source, SourceInter, Heteronym, LbText, LdoD, LdoDDate, ",3703,1488,2215,2233,810,1423,102,136,15,90,209,70,1,2,0.441176,0.558824,0.691358,0.308642,0.333333,0.558824,0.387560,0.816104,1.285206,0.241426,0.284819
ldod-static,VirtualEditionController.reorderVirtualEdition,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",3703,1543,2160,2233,818,1415,102,176,13,90,209,63,1,2,0.714286,0.285714,0.407407,0.592593,0.137255,0.857143,0.129187,0.533606,1.040405,0.102619,0.105687
ldod-static,VirtualEditionController.reorderVirtualEdition,2,"LdoDUser, ",3703,1621,2082,2233,819,1414,102,194,14,107,209,64,2,2,1.000000,0.000000,0.000000,1.000000,0.049020,1.000000,0.023923,2.754350,0.539469,0.078315,0.000000
ldod-static,RecommendationController.saveLinearVirtualEdition,2,"LdoDUser, ",5367,1099,4268,1588,441,1147,102,184,8,117,218,38,2,2,1.000000,0.000000,0.000000,1.000000,0.098039,1.000000,0.045872,1.217109,0.489763,0.109931,0.000000
ldod-static,RecommendationController.saveLinearVirtualEdition,4,"Citation, InfoRange, ",5367,1255,4112,1588,539,1049,102,196,8,95,218,43,1,3,1.000000,0.000000,0.250000,0.750000,0.039216,1.000000,0.036697,2.484932,0.979527,0.012670,0.012594
ldod-static,RecommendationController.saveLinearVirtualEdition,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",5367,1495,3872,1588,619,969,102,148,11,93,218,55,1,3,0.714286,0.285714,0.407407,0.592593,0.274510,0.857143,0.247706,0.298643,0.944544,0.141606,0.297229
ldod-static,RecommendationController.saveLinearVirtualEdition,0,"AnnexNote, NoteText, PbText, RdgText, Edition, ExpertEdition, RefText, FragInter, Fragment, Source, Heteronym, LbText, LdoD, LdoDDate, ",5367,1748,3619,1588,639,949,102,170,11,127,218,55,1,2,0.823529,0.176471,0.358491,0.641509,0.166667,0.823529,0.243119,0.789219,1.526910,0.226570,0.138539
ldod-static,RecommendationController.saveLinearVirtualEdition,1,"Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, ",5367,1955,3412,1588,730,858,102,119,11,97,218,61,1,2,0.860465,0.139535,0.322581,0.677419,0.421569,0.744186,0.426605,0.210096,1.059256,0.509223,0.460327
ldod-static,VirtualEditionController.deleteVirtualEdition,4,"SocialMediaCriteria, Citation, InfoRange, ",7485,1049,6436,2340,463,1877,145,280,7,139,293,33,1,3,1.000000,0.000000,0.300000,0.700000,0.034483,1.000000,0.034130,2.902713,0.996047,0.010421,0.011538
ldod-static,VirtualEditionController.deleteVirtualEdition,2,"LdoDUser, ",7485,1484,6001,2340,561,1779,145,254,10,223,293,43,2,2,0.944444,0.055556,0.055556,0.944444,0.124138,1.000000,0.061433,0.799100,0.498024,0.131730,0.017949
ldod-static,VirtualEditionController.deleteVirtualEdition,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",7485,1455,6030,2340,604,1736,145,206,10,138,293,46,1,3,0.714286,0.285714,0.407407,0.592593,0.289655,0.833333,0.276451,0.252040,0.960474,0.157916,0.316667
ldod-static,VirtualEditionController.deleteVirtualEdition,1,"Member, Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, RecommendationWeights, ",7485,1720,5765,2340,706,1634,145,165,11,137,293,50,1,3,0.841270,0.158730,0.330827,0.669173,0.434483,0.746032,0.453925,0.153563,1.051383,0.522378,0.482906
ldod-static,VirtualEditionController.deleteVirtualEdition,0,"RefText, FragInter, Fragment, AnnexNote, NoteText, Source, PbText, Heteronym, LbText, LdoD, RdgText, LdoDDate, ",7485,2004,5481,2340,811,1529,145,256,12,173,293,61,6,3,0.882353,0.117647,0.313726,0.686275,0.117241,0.823529,0.174061,0.892584,1.494071,0.177555,0.087179
ldod-static,AdminController.deleteVirtualEdition,4,"SocialMediaCriteria, Citation, InfoRange, ",7390,1036,6354,2273,453,1820,145,280,7,139,293,33,1,3,1.000000,0.000000,0.300000,0.700000,0.034483,1.000000,0.034130,2.902713,0.996047,0.010555,0.011879
ldod-static,AdminController.deleteVirtualEdition,2,"LdoDUser, ",7390,1480,5910,2273,559,1714,145,254,10,223,293,43,2,2,0.944444,0.055556,0.055556,0.944444,0.124138,1.000000,0.061433,0.799100,0.498024,0.133424,0.018478
ldod-static,AdminController.deleteVirtualEdition,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",7390,1461,5929,2273,610,1663,145,206,10,138,293,46,1,3,0.714286,0.285714,0.407407,0.592593,0.289655,0.833333,0.276451,0.252040,0.960474,0.154263,0.311483
ldod-static,AdminController.deleteVirtualEdition,1,"Member, Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, RecommendationWeights, ",7390,1717,5673,2273,703,1570,145,165,11,137,293,50,1,3,0.841270,0.158730,0.330827,0.669173,0.434483,0.746032,0.453925,0.153563,1.051383,0.521786,0.482182
ldod-static,AdminController.deleteVirtualEdition,0,"RefText, FragInter, Fragment, AnnexNote, NoteText, Source, PbText, Heteronym, LbText, LdoD, RdgText, LdoDDate, ",7390,2024,5366,2273,809,1464,145,256,12,173,293,61,6,3,0.882353,0.117647,0.313726,0.686275,0.117241,0.823529,0.174061,0.892584,1.494071,0.179973,0.089749
ldod-static,AdminController.loadTEIFragmentsAtOnce,4,"AwareAnnotation, Citation, InfoRange, ",5755,2535,3220,3158,976,2182,123,231,14,110,395,102,1,3,1.000000,0.000000,0.368421,0.631579,0.065041,1.000000,0.048101,0.574628,0.923572,0.021373,0.021849
ldod-static,AdminController.loadTEIFragmentsAtOnce,0,"AddText, AltText, TypeNote, AltTextWeight, AnnexNote, UnclearText, AppText, DelText, Dimensions, ExpertEdition, ExpertEditionInter, Facsimile, FragInter, Fragment, GapText, HandNote, Heteronym, LbText, LdoD, LdoDDate, ManuscriptSource, NoteText, NullEdition, NullHeteronym, PbText, PhysNote, PrintedSource, RdgGrpText, RdgText, RefText, Rend, SegText, SimpleText, Source, SourceInter, SpaceText, Surface, TextPortion, ",5755,2940,2815,3158,983,2175,123,160,18,106,395,122,1,3,0.558140,0.441860,0.596639,0.403361,0.349593,0.534884,0.602532,0.581995,2.152364,0.467246,0.382204
ldod-static,AdminController.loadTEIFragmentsAtOnce,1,"Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, ",5755,2877,2878,3158,1089,2069,123,142,18,117,395,123,3,3,0.596154,0.403846,0.533333,0.466667,0.422764,0.557692,0.265823,0.406487,0.785223,0.384883,0.464535
ldod-static,AdminController.loadTEIFragmentsAtOnce,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",5755,3060,2695,3158,1095,2063,123,218,18,106,395,124,1,3,0.714286,0.285714,0.407407,0.592593,0.113821,0.857143,0.068354,0.404620,0.749968,0.066030,0.074731
ldod-static,AdminController.loadTEIFragmentsAtOnce,2,"LdoDUser, ",5755,3098,2657,3158,1121,2037,123,234,19,124,395,124,2,3,1.000000,0.000000,0.000000,1.000000,0.048780,1.000000,0.015190,3.032270,0.388872,0.060469,0.000000
ldod-static,RecommendationController.createSectionVirtualEdition,2,"LdoDUser, ",7889,1010,6879,3726,397,3329,185,334,8,209,381,38,6,1,0.722222,0.277778,0.277778,0.722222,0.097297,0.833333,0.047244,1.475856,0.528136,0.097224,0.056361
ldod-static,RecommendationController.createSectionVirtualEdition,0,"AnnexNote, NoteText, NullEdition, PbText, RdgText, Edition, ExpertEdition, RefText, ExpertEditionInter, FragInter, Fragment, Source, SourceInter, Heteronym, LbText, LdoD, LdoDDate, ",7889,2430,5459,3726,982,2744,185,266,17,206,381,90,1,2,0.557692,0.442308,0.614173,0.385827,0.281081,0.634615,0.333333,0.407349,1.289870,0.223349,0.222222
ldod-static,RecommendationController.createSectionVirtualEdition,1,"Member, Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, RecommendationWeights, ",7889,2349,5540,3726,1005,2721,185,205,15,177,381,86,1,2,0.722892,0.277108,0.448276,0.551724,0.448649,0.590361,0.456693,0.192937,1.107176,0.574724,0.536769
ldod-static,RecommendationController.createSectionVirtualEdition,4,"Citation, InfoRange, ",7889,2270,5619,3726,1044,2682,185,362,17,169,381,78,1,3,1.000000,0.000000,0.250000,0.750000,0.021622,1.000000,0.020997,2.610166,1.056271,0.008366,0.005368
ldod-static,RecommendationController.createSectionVirtualEdition,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",7889,2542,5347,3726,1157,2569,185,314,20,167,381,90,1,4,0.714286,0.285714,0.407407,0.592593,0.151351,0.857143,0.141732,0.313693,1.018547,0.096337,0.126677
ldod-static,AdminController.loadVirtualCorpus,4,"TimeWindow, MediaSource, Frequency, SocialMediaCriteria, GeographicLocation, Citation, InfoRange, ",10272,1421,8851,4386,631,3755,233,441,10,224,444,50,1,4,1.000000,0.000000,0.318182,0.681818,0.055794,0.692308,0.049550,2.582510,0.954538,0.011098,0.010716
ldod-static,AdminController.loadVirtualCorpus,2,"LdoDUser, ",10272,1558,8714,4386,699,3687,233,412,12,379,444,55,2,2,0.740741,0.259259,0.259259,0.740741,0.115880,0.851852,0.060811,1.198550,0.564045,0.112928,0.068627
ldod-static,AdminController.loadVirtualCorpus,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",10272,1494,8778,4386,720,3666,233,382,10,225,444,56,1,3,0.714286,0.285714,0.407407,0.592593,0.180258,0.833333,0.182432,0.373729,1.087802,0.115070,0.168947
ldod-static,AdminController.loadVirtualCorpus,1,"Member, Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, RecommendationWeights, ",10272,2186,8086,4386,909,3477,233,258,14,222,444,69,1,3,0.740385,0.259615,0.401914,0.598086,0.446352,0.644231,0.470721,0.208941,1.133514,0.590537,0.524624
ldod-static,AdminController.loadVirtualCorpus,0,"AnnexNote, NoteText, NullEdition, PbText, RdgText, Edition, RefText, ExpertEdition, ExpertEditionInter, FragInter, Fragment, Source, Heteronym, SourceInter, LbText, LdoD, LdoDDate, ",10272,2503,7769,4386,1028,3358,233,372,15,259,444,80,7,3,0.553191,0.446809,0.561905,0.438095,0.201717,0.659574,0.236486,0.636271,1.260101,0.170366,0.169175
ldod-static,AdminController.generateCitations,2,"LdoDUser, ",6076,885,5191,5102,627,4475,271,514,11,363,515,76,2,2,0.857143,0.142857,0.142857,0.857143,0.051661,0.857143,0.027184,3.322662,0.568392,0.114549,0.016464
ldod-static,AdminController.generateCitations,3,"ClassificationGame, Player, ClassificationGameParticipant, ClassificationGameRound, ",6076,943,5133,5102,636,4466,271,514,11,261,515,78,1,2,0.714286,0.285714,0.407407,0.592593,0.051661,0.857143,0.052427,0.276889,1.096184,0.064845,0.048412
ldod-static,AdminController.generateCitations,1,"Section, Annotation, VirtualEdition, VirtualEditionInter, Category, HumanAnnotation, Range, Tag, Taxonomy, ",6076,1275,4801,5102,883,4219,271,393,12,266,515,85,4,3,0.573333,0.426667,0.513333,0.486667,0.276753,0.480000,0.291262,0.460674,1.136783,0.496544,0.407683
ldod-static,AdminController.generateCitations,0,"AddText, AltText, AltTextWeight, AnnexNote, UnclearText, AppText, DelText, ExpertEdition, ExpertEditionInter, FragInter, Fragment, GapText, Heteronym, LbText, LdoD, LdoDDate, NoteText, NullEdition, PbText, RdgGrpText, RdgText, RefText, Rend, SegText, SimpleText, Source, SourceInter, SpaceText, Surface, TextPortion, ",6076,1444,4632,5102,919,4183,271,366,13,261,515,90,1,3,0.295455,0.704545,0.775000,0.225000,0.324723,0.477273,0.310680,0.433212,1.033439,0.260698,0.351039
ldod-static,AdminController.generateCitations,4,"TimeWindow, Tweet, TwitterCitation, MediaSource, Frequency, AwareAnnotation, SocialMediaCriteria, GeographicLocation, Citation, InfoRange, LastTwitterID, ",6076,1389,4687,5102,962,4140,271,382,15,259,515,103,1,3,0.412500,0.587500,0.676829,0.323171,0.295203,0.262500,0.318447,0.506564,1.165203,0.063364,0.139161
Acme-Academy-2.0-maven,AssignmentLecturerController.create,1,"Assignment, Rubric, ",34,35,-1,9,6,3,5,8,3,2,9,7,1,1,1.000000,0.000000,0.000000,1.000000,0.200000,0.000000,0.222222,0.000000,1.090909,1.000000,0.000000
Acme-Academy-2.0-maven,AssignmentLecturerController.create,2,"Lecturer, Subject, ",34,34,0,9,7,2,5,7,3,4,9,7,2,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.333333,1.500000,0.818182,0.000000,0.222222
Acme-Academy-2.0-maven,AssignmentLecturerController.create,3,"UserAccount, DomainEntity, Group, ",34,35,-1,9,7,2,5,6,3,3,9,7,1,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.500000,0.444444,1.500000,1.090909,0.000000,0.555556
Acme-Academy-2.0-maven,SyllabusLecturerController.delete,0,"Actor, ",10,10,0,17,12,5,9,16,4,7,15,10,2,1,0.000000,1.000000,1.000000,0.000000,0.111111,0.000000,0.066667,0.000000,0.666667,0.000000,0.235294
Acme-Academy-2.0-maven,SyllabusLecturerController.delete,2,"Bibliography, Lecturer, Subject, Syllabus, ",10,10,0,17,12,5,9,11,4,5,15,10,1,1,0.250000,0.750000,0.875000,0.125000,0.444444,0.000000,0.533333,1.875000,1.333333,1.000000,0.352941
Acme-Academy-2.0-maven,SyllabusLecturerController.delete,3,"UserAccount, DomainEntity, ",10,10,0,17,12,5,9,10,4,6,15,10,1,1,0.000000,1.000000,1.000000,0.000000,0.444444,0.250000,0.400000,1.125000,1.000000,0.000000,0.352941
Acme-Academy-2.0-maven,RubricLecturerController.save,3,"UserAccount, DomainEntity, Group, ",24,0,24,47,15,32,15,16,3,13,25,7,2,0,0.000000,1.000000,1.000000,0.000000,0.466667,0.285714,0.440000,0.538462,0.929577,0.000000,0.319149
Acme-Academy-2.0-maven,RubricLecturerController.save,2,"Lecturer, Subject, ",24,0,24,47,16,31,15,23,3,15,25,7,2,0,0.000000,1.000000,1.000000,0.000000,0.266667,0.000000,0.240000,1.538462,0.887324,0.000000,0.085106
Acme-Academy-2.0-maven,RubricLecturerController.save,1,"Assignment, Rubric, ",24,0,24,47,21,26,15,22,4,16,25,8,2,1,0.500000,0.500000,0.750000,0.250000,0.266667,0.000000,0.320000,0.923077,1.183099,1.000000,0.553191
Acme-Academy-2.0-maven,LearningMaterialLecturerController.delete,3,"UserAccount, DomainEntity, Group, ",4,4,0,8,6,2,5,6,3,3,8,6,1,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.500000,0.500000,1.500000,1.333333,0.000000,0.625000
Acme-Academy-2.0-maven,LearningMaterialLecturerController.delete,4,"LearningMaterial, ",4,4,0,8,6,2,5,8,3,2,8,6,1,1,1.000000,0.000000,0.000000,1.000000,0.200000,0.000000,0.125000,0.000000,0.666667,1.000000,0.000000
Acme-Academy-2.0-maven,LearningMaterialLecturerController.delete,2,"Lecturer, Subject, ",4,4,0,8,6,2,5,7,3,4,8,6,2,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.375000,1.500000,1.000000,0.000000,0.250000
Acme-Academy-2.0-maven,AssignmentLecturerController.delete,3,"UserAccount, DomainEntity, Group, ",22,21,1,8,6,2,5,6,3,3,8,6,1,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.500000,0.500000,1.500000,1.333333,0.000000,0.625000
Acme-Academy-2.0-maven,AssignmentLecturerController.delete,1,"Assignment, ",22,22,0,8,6,2,5,8,3,2,8,6,1,1,1.000000,0.000000,0.000000,1.000000,0.200000,0.000000,0.125000,0.000000,0.666667,1.000000,0.000000
Acme-Academy-2.0-maven,AssignmentLecturerController.delete,2,"Lecturer, Subject, ",22,22,0,8,6,2,5,7,3,4,8,6,2,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.375000,1.500000,1.000000,0.000000,0.250000
Acme-Academy-2.0-maven,RubricLecturerController.create,1,"Assignment, Rubric, ",13,13,0,15,11,4,7,10,3,5,10,7,2,0,0.500000,0.500000,0.500000,0.500000,0.285714,0.000000,0.200000,1.285714,0.720000,1.000000,0.333333
Acme-Academy-2.0-maven,RubricLecturerController.create,2,"Lecturer, Subject, ",13,13,0,15,11,4,7,11,3,6,10,7,2,0,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.300000,1.285714,1.080000,0.000000,0.133333
Acme-Academy-2.0-maven,RubricLecturerController.create,3,"UserAccount, DomainEntity, Group, ",13,13,0,15,11,4,7,8,3,5,10,7,1,0,0.000000,1.000000,1.000000,0.000000,0.428571,0.333333,0.500000,0.428571,1.200000,0.000000,0.466667
Acme-Academy-2.0-maven,LearningMaterialLecturerController.save,2,"Lecturer, Subject, ",4,4,0,15,6,9,9,11,3,7,15,6,1,0,0.000000,1.000000,1.000000,0.000000,0.444444,0.000000,0.400000,1.500000,1.000000,0.000000,0.266667
Acme-Academy-2.0-maven,LearningMaterialLecturerController.save,3,"UserAccount, DomainEntity, Group, ",4,4,0,15,6,9,9,10,3,7,15,6,2,0,0.000000,1.000000,1.000000,0.000000,0.444444,0.250000,0.533333,1.500000,1.333333,0.000000,0.666667
Acme-Academy-2.0-maven,LearningMaterialLecturerController.save,4,"LearningMaterial, ",4,4,0,15,6,9,9,16,3,9,15,6,1,1,1.000000,0.000000,0.000000,1.000000,0.111111,0.000000,0.066667,0.000000,0.666667,1.000000,0.000000
Acme-Academy-2.0-maven,AssignmentLecturerController.save,1,"Assignment, Rubric, ",35,0,35,27,16,11,9,16,3,9,18,7,1,1,1.000000,0.000000,0.500000,0.500000,0.111111,0.000000,0.222222,0.000000,1.600000,1.000000,0.407407
Acme-Academy-2.0-maven,AssignmentLecturerController.save,2,"Lecturer, Subject, ",35,35,0,27,18,9,9,11,3,7,18,9,1,0,0.000000,1.000000,1.000000,0.000000,0.444444,0.000000,0.333333,1.500000,0.600000,0.000000,0.148148
Acme-Academy-2.0-maven,AssignmentLecturerController.save,3,"UserAccount, DomainEntity, Group, ",35,35,0,27,18,9,9,10,3,7,18,9,2,0,0.000000,1.000000,1.000000,0.000000,0.444444,0.250000,0.444444,1.500000,0.800000,0.000000,0.370370
Acme-AnimalShelter-maven,MedicalReportVeterinaryController.create,2,"Pet, MedicalReport, ",48,39,9,79,38,41,10,15,4,7,12,6,1,1,0.666667,0.333333,0.250000,0.750000,0.300000,0.333333,0.333333,1.636364,1.116279,0.770833,0.139241
Acme-AnimalShelter-maven,MedicalReportVeterinaryController.create,3,"UserAccount, DomainEntity, ",48,39,9,79,38,41,10,12,4,6,12,6,1,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.416667,0.545455,1.046512,0.000000,0.683544
Acme-AnimalShelter-maven,MedicalReportVeterinaryController.create,7,"Veterinary, ",48,39,9,79,38,41,10,14,4,9,12,6,2,1,0.333333,0.666667,0.666667,0.333333,0.300000,0.333333,0.250000,0.818182,0.837209,0.229167,0.126582
